date,entity,mean_sent,std_sent,count
2019-11-06 00:00:00+09:00,신성철,-0.9848418235778809,,1
2019-11-06 00:00:00+09:00,카이스트 총장,-0.9848418235778809,,1
2019-11-11 00:00:00+09:00,OK금융그룹 회장,-0.9874398708343506,,1
2019-11-11 00:00:00+09:00,최윤,-0.9874398708343506,,1
2019-11-15 00:00:00+09:00,마크롱,-0.9099452495574951,,1
2019-11-15 00:00:00+09:00,프랑스,-0.9099452495574951,,1
2019-11-20 00:00:00+09:00,GKL,-0.9990910291671753,,1
2019-11-20 00:00:00+09:00,그랜드코리아레저,-0.9990910291671753,,1
2019-11-20 00:00:00+09:00,유태열,-0.9990910291671753,,1
2019-11-22 00:00:00+09:00,오리온그룹,-0.9915334582328796,,1
2019-11-22 00:00:00+09:00,허인철,-0.9915334582328796,,1
2019-11-26 00:00:00+09:00,##정상,-0.9998151659965515,,1
2019-11-26 00:00:00+09:00,##책,-0.9996931254863739,0.00020318995667102012,2
2019-11-26 00:00:00+09:00,산업통상자원부,-0.9874088764190674,,1
2019-11-26 00:00:00+09:00,아세안,-0.9871019423007965,0.017979213372019732,2
2019-11-26 00:00:00+09:00,아세안 특별정상회의,-0.999836802482605,,1
2019-11-26 00:00:00+09:00,아세안회의,-0.9998263716697693,,1
2019-11-26 00:00:00+09:00,특별정상,-0.9995494484901428,,1
2019-11-26 00:00:00+09:00,특별정상회의,-0.9997787674268087,0.00011234311950864161,6
2019-11-26 00:00:00+09:00,한,-0.9978242837465726,0.007042254144254719,13
2019-11-26 00:00:00+09:00,회의,-0.9998304843902588,,1
2019-11-27 00:00:00+09:00,5개국,-0.9998387098312378,,1
2019-11-27 00:00:00+09:00,메콩,-0.9310580730438233,0.15380071171599305,5
2019-11-27 00:00:00+09:00,메콩 수자원 공동연구센터 ',-0.6559309959411621,,1
2019-11-27 00:00:00+09:00,메콩강,-0.8852036794026693,0.19855596827582359,3
2019-11-27 00:00:00+09:00,아세안,-0.9998196959495544,,1
2019-11-27 00:00:00+09:00,아세안 특별정상회의,-0.9998043179512024,,1
2019-11-27 00:00:00+09:00,한,-0.9138520434498787,0.15919232717804305,8
2019-11-28 00:00:00+09:00,메콩,-0.7624726295471191,,1
2019-11-28 00:00:00+09:00,메콩강,-0.7624726295471191,,1
2019-11-28 00:00:00+09:00,한,-0.7624726295471191,,1
2019-12-04 00:00:00+09:00,김연철,-0.998906135559082,,1
2019-12-04 00:00:00+09:00,한화시스템 대표이사,-0.998906135559082,,1
2019-12-06 00:00:00+09:00,GRT,-0.9998196959495544,,1
2019-12-06 00:00:00+09:00,SNK,-0.9998196959495544,,1
2019-12-06 00:00:00+09:00,컬러레이,-0.9998196959495544,,1
2019-12-06 00:00:00+09:00,한국기업평가,-0.9998196959495544,,1
2019-12-06 00:00:00+09:00,한국정보통신,-0.9998196959495544,,1
2019-12-17 00:00:00+09:00,원희룡,-0.995457649230957,,1
2019-12-17 00:00:00+09:00,제주특별자치도 지사,-0.995457649230957,,1
2019-12-18 00:00:00+09:00,김영상,-0.9995036125183105,,1
2019-12-18 00:00:00+09:00,포스코인터내셔널 대표이사 사장,-0.9995036125183105,,1
2019-12-24 00:00:00+09:00,車 산업,-0.9685508012771606,,1
2019-12-26 00:00:00+09:00,G,-0.999843955039978,,1
2019-12-26 00:00:00+09:00,영국,-0.9996588230133057,,1
2019-12-30 00:00:00+09:00,##준,-0.9997932314872742,,1
2019-12-30 00:00:00+09:00,국민연금공단 기금운용본부,-0.9997932314872742,,1
2019-12-30 00:00:00+09:00,안효,-0.9997932314872742,,1
2019-12-31 00:00:00+09:00,##당,-0.9997232556343079,,1
2019-12-31 00:00:00+09:00,경남,-0.9997959733009338,,1
2019-12-31 00:00:00+09:00,경남신문 선정,-0.9997959733009338,,1
2020-01-13 00:00:00+09:00,서울대학교 총장,-0.9959104061126709,,1
2020-01-13 00:00:00+09:00,오세정,-0.9959104061126709,,1
2020-01-13 00:00:00+09:00,웨이브일렉트로 엘아이지넥스원,-0.999826967716217,,1
2020-02-03 00:00:00+09:00,##화,-0.999446451663971,,1
2020-02-11 00:00:00+09:00,신한금융지주 대표,-0.9885725975036621,,1
2020-02-11 00:00:00+09:00,조용병,-0.9885725975036621,,1
2020-02-12 00:00:00+09:00,##이노베이션,-0.5264867544174194,,1
2020-02-12 00:00:00+09:00,LG화학,-0.5264867544174194,,1
2020-02-12 00:00:00+09:00,SK,-0.5264867544174194,,1
2020-02-12 00:00:00+09:00,그린포스트코리아,-0.5264867544174194,,1
2020-02-19 00:00:00+09:00,##도시,-0.9843267798423767,,1
2020-02-19 00:00:00+09:00,##의,-0.9843267798423767,,1
2020-02-19 00:00:00+09:00,롯데지주 대표,-0.9954735636711121,,1
2020-02-19 00:00:00+09:00,화성,-0.9843267798423767,,1
2020-02-24 00:00:00+09:00,두산 대표이사,-0.9997771382331848,,1
2020-02-24 00:00:00+09:00,두산그룹 회장,-0.9997771382331848,,1
2020-02-24 00:00:00+09:00,박정원,-0.9997771382331848,,1
2020-03-03 00:00:00+09:00,손병석,-0.9991828799247742,,1
2020-03-03 00:00:00+09:00,한국철도공사,-0.9991828799247742,,1
2020-03-10 00:00:00+09:00,美,-0.999725878238678,,1
2020-03-10 00:00:00+09:00,대통령,-0.9981462955474854,,1
2020-03-10 00:00:00+09:00,셰일,-0.999725878238678,,1
2020-03-10 00:00:00+09:00,에르도안,-0.9981462955474854,,1
2020-03-10 00:00:00+09:00,터키,-0.9981462955474854,,1
2020-03-10 00:00:00+09:00,홍승용,-0.9981462955474854,,1
2020-03-19 00:00:00+09:00,##위기,-0.9998173117637634,,1
2020-03-19 00:00:00+09:00,인베스트조선,-0.9998173117637634,,1
2020-03-20 00:00:00+09:00,대통령,-0.9998327493667603,,1
2020-03-20 00:00:00+09:00,문재인,-0.9998327493667603,,1
2020-03-20 00:00:00+09:00,지자체 산하 기관,-0.9998327493667603,,1
2020-03-25 00:00:00+09:00,정경인,-0.9919201135635376,,1
2020-03-25 00:00:00+09:00,펄어비스 대표,-0.9919201135635376,,1
2020-03-25 00:00:00+09:00,한국전력공사 사장,-0.9992508292198181,,1
2020-03-26 00:00:00+09:00,신한생명 대표,-0.9814421534538269,,1
2020-04-02 00:00:00+09:00,##명,-0.9998260140419006,,1
2020-04-02 00:00:00+09:00,다우,-0.9998260140419006,,1
2020-04-02 00:00:00+09:00,미국,-0.9998260140419006,,1
2020-04-02 00:00:00+09:00,서울,-0.9998260140419006,,1
2020-04-03 00:00:00+09:00,이진국,-0.9996851682662964,,1
2020-04-03 00:00:00+09:00,하나금융지주 부회장,-0.9996851682662964,,1
2020-04-03 00:00:00+09:00,하나금융투자 대표,-0.9996851682662964,,1
2020-04-08 00:00:00+09:00,신시컴퍼니,-0.9978399276733398,,1
2020-04-09 00:00:00+09:00,NH농협생명 대표이사,-0.9968642592430115,,1
2020-04-09 00:00:00+09:00,홍재은,-0.9968642592430115,,1
2020-04-10 00:00:00+09:00,##의,-0.9998180270195007,,1
2020-04-14 00:00:00+09:00,박일준,-0.9977688789367676,,1
